times,solutions
0.015499999997700797,5
0.023499999995692633,5
0.01974999999947613,5
0.019499999998515705,5
0.019499999994877726,5
0.44149999999717693,4
0.7577500000006694,0
0.039249999997991836,0
0.03900000000430737,0
0.03924999999435386,0
0.03949999999895226,0
0.03900000000066939,0
0.03874999999970896,0
0.04275000000052387,0
0.039249999997991836,0
