times,solutions
0.0,5
0.01500000013038516,5
0.00375000003259629,5
0.015249999996740371,5
0.015499999921303242,5
3.847750000015367,0
6.433750000025611,0
7.621249999967404,0
14.214749999926426,0
21.961249999993015,0
37.59399999992456,0
37.87499999994179,0
53.613250000053085,0
61.26550000003772,0
82.3907500000787,0
