times,solutions
0.011499999999614374,5
0.0,5
0.011999999999716238,5
0.015500000000429281,5
0.027499999999236024,5
0.03899999999975989,5
0.0470000000022992,5
0.05824999999913416,5
0.07049999999981083,5
0.07750000000032742,5
0.10924999999951979,5
0.12149999999928696,5
0.1407500000004802,5
0.1640000000006694,5
0.1952499999997599,5
