times,solutions
0.016000000000349245,10
0.015699999999196735,10
0.017300000000977887,10
0.02510000000038417,10
0.023399999998218846,10
0.08610000000044238,10
0.40160000000178114,7
0.8955999999976484,0
0.0371999999973923,0
0.03099999999976717,0
